id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,event_name_1,event_type_1,event_name_2,event_type_2,sell_price
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_680,1,2012-12-08,11246,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_680,34,2012-12-08,11246,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_681,2,2012-12-09,11246,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_681,5,2012-12-09,11246,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_682,2,2012-12-10,11246,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_682,17,2012-12-10,11246,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_684,12,2012-12-12,11246,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_685,1,2012-12-13,11246,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_685,4,2012-12-13,11246,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_686,1,2012-12-14,11246,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_687,1,2012-12-15,11247,,,,,1.98
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_688,1,2012-12-16,11247,Chanukah End,Religious,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_688,1,2012-12-16,11247,Chanukah End,Religious,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_689,2,2012-12-17,11247,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_689,2,2012-12-17,11247,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_690,1,2012-12-18,11247,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_690,11,2012-12-18,11247,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_691,3,2012-12-19,11247,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_692,1,2012-12-20,11247,,,,,1.98
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_694,3,2012-12-22,11248,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_694,1,2012-12-22,11248,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_694,2,2012-12-22,11248,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_696,1,2012-12-24,11248,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_698,18,2012-12-26,11248,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_700,4,2012-12-28,11248,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_701,1,2012-12-29,11249,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_701,21,2012-12-29,11249,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_702,6,2012-12-30,11249,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_703,1,2012-12-31,11249,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_703,2,2012-12-31,11249,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_703,1,2012-12-31,11249,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_704,1,2013-01-01,11249,NewYear,National,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_704,17,2013-01-01,11249,NewYear,National,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_705,1,2013-01-02,11249,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_705,4,2013-01-02,11249,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_706,4,2013-01-03,11249,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_707,2,2013-01-04,11249,,,,,1.98
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_708,6,2013-01-05,11250,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_708,16,2013-01-05,11250,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_709,24,2013-01-06,11250,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_710,1,2013-01-07,11250,OrthodoxChristmas,Religious,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_710,18,2013-01-07,11250,OrthodoxChristmas,Religious,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_711,3,2013-01-08,11250,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_711,4,2013-01-08,11250,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_712,3,2013-01-09,11250,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_713,1,2013-01-10,11250,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_713,1,2013-01-10,11250,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_713,32,2013-01-10,11250,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_715,1,2013-01-12,11251,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_715,1,2013-01-12,11251,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_715,31,2013-01-12,11251,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_716,1,2013-01-13,11251,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_716,6,2013-01-13,11251,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_717,1,2013-01-14,11251,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_718,1,2013-01-15,11251,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_718,1,2013-01-15,11251,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_719,1,2013-01-16,11251,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_719,15,2013-01-16,11251,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_722,1,2013-01-19,11252,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_722,7,2013-01-19,11252,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_723,1,2013-01-20,11252,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_723,1,2013-01-20,11252,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_723,2,2013-01-20,11252,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_724,1,2013-01-21,11252,MartinLutherKingDay,National,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_724,2,2013-01-21,11252,MartinLutherKingDay,National,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_725,1,2013-01-22,11252,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_725,3,2013-01-22,11252,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_726,1,2013-01-23,11252,,,,,1.98
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_727,1,2013-01-24,11252,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_727,1,2013-01-24,11252,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_727,3,2013-01-24,11252,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_728,1,2013-01-25,11252,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_728,2,2013-01-25,11252,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_729,2,2013-01-26,11301,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_729,8,2013-01-26,11301,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_730,8,2013-01-27,11301,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_731,1,2013-01-28,11301,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_731,66,2013-01-28,11301,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_732,2,2013-01-29,11301,,,,,1.98
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_733,1,2013-01-30,11301,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_734,2,2013-01-31,11301,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_735,1,2013-02-01,11301,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_735,6,2013-02-01,11301,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_736,1,2013-02-02,11302,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_736,7,2013-02-02,11302,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_737,1,2013-02-03,11302,SuperBowl,Sporting,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_737,1,2013-02-03,11302,SuperBowl,Sporting,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_737,13,2013-02-03,11302,SuperBowl,Sporting,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_738,2,2013-02-04,11302,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_738,9,2013-02-04,11302,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_739,3,2013-02-05,11302,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_739,12,2013-02-05,11302,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_740,2,2013-02-06,11302,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_740,1,2013-02-06,11302,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_741,2,2013-02-07,11302,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_741,1,2013-02-07,11302,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_742,11,2013-02-08,11302,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_743,2,2013-02-09,11303,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_743,5,2013-02-09,11303,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_744,1,2013-02-10,11303,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_744,2,2013-02-10,11303,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_744,15,2013-02-10,11303,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_745,10,2013-02-11,11303,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_746,7,2013-02-12,11303,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_747,17,2013-02-13,11303,LentStart,Religious,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_748,2,2013-02-14,11303,ValentinesDay,Cultural,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_748,1,2013-02-14,11303,ValentinesDay,Cultural,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_749,2,2013-02-15,11303,,,,,1.98
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_750,1,2013-02-16,11304,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_750,8,2013-02-16,11304,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_751,1,2013-02-17,11304,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_751,3,2013-02-17,11304,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_751,21,2013-02-17,11304,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_752,1,2013-02-18,11304,PresidentsDay,National,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_753,2,2013-02-19,11304,,,,,1.98
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_754,1,2013-02-20,11304,LentWeek2,Religious,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_754,2,2013-02-20,11304,LentWeek2,Religious,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_755,2,2013-02-21,11304,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_755,8,2013-02-21,11304,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_756,1,2013-02-22,11304,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_756,6,2013-02-22,11304,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_757,1,2013-02-23,11305,,,,,2.5
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_758,5,2013-02-24,11305,Purim End,Religious,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_758,1,2013-02-24,11305,Purim End,Religious,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_759,1,2013-02-25,11305,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_759,1,2013-02-25,11305,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_759,4,2013-02-25,11305,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_760,1,2013-02-26,11305,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_760,3,2013-02-26,11305,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_760,16,2013-02-26,11305,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_761,1,2013-02-27,11305,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_761,1,2013-02-27,11305,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_761,8,2013-02-27,11305,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_762,14,2013-02-28,11305,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_763,17,2013-03-01,11305,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_764,1,2013-03-02,11306,,,,,1.98
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_765,1,2013-03-03,11306,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_765,2,2013-03-03,11306,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_765,11,2013-03-03,11306,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_766,2,2013-03-04,11306,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_766,4,2013-03-04,11306,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_767,6,2013-03-05,11306,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_768,1,2013-03-06,11306,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_768,9,2013-03-06,11306,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_769,8,2013-03-07,11306,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_770,20,2013-03-08,11306,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_771,2,2013-03-09,11307,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_771,1,2013-03-09,11307,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_771,12,2013-03-09,11307,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_772,1,2013-03-10,11307,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_772,3,2013-03-10,11307,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_772,11,2013-03-10,11307,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_773,15,2013-03-11,11307,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_774,1,2013-03-12,11307,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_774,12,2013-03-12,11307,,,,,0.2
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,d_774,13,2013-03-12,11307,,,,,0.79
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_775,1,2013-03-13,11307,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_775,4,2013-03-13,11307,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_776,5,2013-03-14,11307,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_777,2,2013-03-15,11307,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_778,1,2013-03-16,11308,,,,,1.98
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_779,3,2013-03-17,11308,StPatricksDay,Cultural,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_779,3,2013-03-17,11308,StPatricksDay,Cultural,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_779,26,2013-03-17,11308,StPatricksDay,Cultural,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_780,1,2013-03-18,11308,,,,,2.5
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_781,1,2013-03-19,11308,,,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_781,4,2013-03-19,11308,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_782,2,2013-03-20,11308,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_782,1,2013-03-20,11308,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_782,3,2013-03-20,11308,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_783,1,2013-03-21,11308,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_783,2,2013-03-21,11308,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_784,2,2013-03-22,11308,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_784,2,2013-03-22,11308,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_785,5,2013-03-23,11309,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_786,2,2013-03-24,11309,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_786,1,2013-03-24,11309,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_787,7,2013-03-25,11309,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_788,1,2013-03-26,11309,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_788,4,2013-03-26,11309,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_789,1,2013-03-27,11309,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_789,1,2013-03-27,11309,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_790,1,2013-03-28,11309,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_790,10,2013-03-28,11309,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_791,12,2013-03-29,11309,,,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_792,1,2013-03-30,11310,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_792,13,2013-03-30,11310,,,,,0.2
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_793,2,2013-03-31,11310,Easter,Cultural,,,0.2
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_794,1,2013-04-01,11310,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_794,5,2013-04-01,11310,,,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_795,1,2013-04-02,11310,Pesach End,Religious,,,2.5
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_795,11,2013-04-02,11310,Pesach End,Religious,,,0.2
FOODS_3_001_CA_1_validation,FOODS_3_001,FOODS_3,FOODS,CA_1,CA,d_796,1,2013-04-03,11310,,,,,2.5
FOODS_3_005_CA_1_validation,FOODS_3_005,FOODS_3,FOODS,CA_1,CA,d_796,1,2013-04-03,11310,,,,,1.98
FOODS_3_007_CA_1_validation,FOODS_3_007,FOODS_3,FOODS,CA_1,CA,d_796,2,2013-04-03,11310,,,,,0.2
